ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,03235,address.line3,HOUSING BOARD,NEAR ELECTRICAL SUB STATION
Modified,03235,address.line1,"H.NO:MIG-33, STAGE-2","PLOT NO:1202/3811, HOUSING BOARD"
Modified,03235,address.line2,BRIT COLONY,GANESH NAGAR 3RD LANE
Modified,02788,address.line3,"MONGRA COLONY, WARD NO: 2","MONGRA COLONY, WARD NO: 1"
Modified,02788,address.line1,RAJRUSHI BHAWAN,"RAJRUSHI BHAWAN, H NO: 35"
Modified,02788,address.line2,SANT RAVI DAS WARD,"SANT RAVI DAS WARD, POLICE THANA ROAD"
Modified,00744,contact,01882- 221353,
Modified,00744,email,,hoshiarpur@bkivv.org
Modified,00744,mobile,9417748648,"7986983369, 9696440486"
Modified,00743,contact,01662- 231332,
Modified,03731,name,JEUR,JEUR (KARMALA)
Modified,02165,name,BAHADURGARH SECTOR-13,BAHADURGARH SECTOR 13
Modified,05537,address.line3,VAISHALI NAGAR,VAISHALI NAGAR ROAD
Modified,05169,name,BARGI,BARGI (JABALPUR)
Modified,05169,address.city,BARGI,BARGI (JABALPUR)
Modified,05120,name,DIRBA,DIRBA (SANGRUR)
Modified,05120,address.city,DIRBA,DIRBA (SANGRUR)
Modified,00345,contact,0771- 2233863,
Modified,00610,contact,07109- 282013,
Modified,00610,mobile,"9370319893, 8605363474",8999071642
